Gene.Symbol	Cancer.Normalized	Role	Citation.Count	Citation.Sum	Role.in.Cancer
APC	colorectal cancer, colon cancer, colon cancer, breast cancer, colorectal cancer, intestinal cancer, colorectal cancer, stomach cancer, colon cancer, lung cancer, breast cancer, hepatoblastoma, esophageal cancer, myoepithelial carcinoma, lung adenocarcinoma, ovarian cancer, urinary bladder cancer, medulloblastoma, hepatocellular carcinoma, large intestine cancer, anal squamous cell carcinoma, head and neck squamous cell carcinoma, clear cell renal cell carcinoma, cervical cancer, thyroid gland papillary carcinoma, lung non-small cell carcinoma, gastrointestinal system cancer, endometrial carcinoma, adult mesoblastic nephroma, kidney cancer, melanoma, brain cancer, prostate carcinoma, prostate cancer, intestinal cancer, colorectal carcinoma, oral squamous cell carcinoma, colorectal adenocarcinoma, nonpapillary renal cell carcinoma, breast carcinoma, pancreatic cancer, intestinal cancer, renal carcinoma, gastrointestinal system cancer, pancreatic cancer, lung cancer, stomach cancer	Tumor_Suppressor, Tumor_Suppressor, Driver, Tumor_Suppressor, Driver, Driver, Oncogene, Tumor_Suppressor, Oncogene, Tumor_Suppressor, Driver, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Driver, Driver, Driver, Driver, Driver	73, 54, 13, 9, 6, 6, 5, 4, 4, 3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	223	Dualrole
APC2	ovarian cancer, lung cancer	Tumor_Suppressor, Tumor_Suppressor	1, 1	2	Tumorsuppressor
APOA1	urinary bladder cancer	Oncogene	1	1	Oncogene
APOA2	hepatocellular carcinoma, glioblastoma multiforme, stomach cancer	Oncogene, Oncogene, Oncogene	1, 1, 1	3	Oncogene
APOC2	malignant glioma	Tumor_Suppressor	1	1	Tumorsuppressor
APOE	melanoma, breast cancer	Driver, Tumor_Suppressor	2, 1	3	Dualrole
APP	hepatocellular carcinoma, lung non-small cell carcinoma	Oncogene, Oncogene	1, 1	2	Oncogene
APPBP2	lung non-small cell carcinoma	Oncogene	1	1	Oncogene
AQP3	hepatocellular carcinoma	Oncogene	1	1	Oncogene
AQP5	ovarian carcinoma	Oncogene	1	1	Oncogene
AQP7	lymphoma	Oncogene	1	1	Oncogene
AR	prostate cancer, prostate cancer, prostate cancer, osteosarcoma, retinoblastoma, thyroid gland carcinoma, thyroid gland cancer, male breast cancer, lung cancer, male breast cancer	Driver, Oncogene, Tumor_Suppressor, Oncogene, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Driver	40, 6, 3, 2, 1, 1, 1, 1, 1, 1	57	Dualrole
ARAF	neuroblastoma, lung adenocarcinoma, lung adenocarcinoma	Oncogene, Oncogene, Driver	1, 1, 1	3	Dualrole
ARAP3	thyroid gland cancer	Oncogene	1	1	Oncogene
ARC	renal cell carcinoma, osteosarcoma	Tumor_Suppressor, Oncogene	1, 1	2	Dualrole
ARCN1	lung cancer, lung non-small cell carcinoma	Driver, Driver	3, 1	4	Driver
AREG	hepatocellular carcinoma, osteosarcoma, stomach cancer, breast cancer	Oncogene, Oncogene, Oncogene, Driver	1, 1, 1, 1	4	Dualrole
ARF6	uveal melanoma	Oncogene	1	1	Oncogene
ARG2	renal cell carcinoma, neuroblastoma	Tumor_Suppressor, Driver	1, 1	2	Dualrole
ARHGAP1	hepatocellular carcinoma, cervical cancer, lung non-small cell carcinoma, lung cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor	1, 1, 1, 1	4	Tumorsuppressor
ARHGAP10	ovarian cancer, lung cancer	Tumor_Suppressor, Tumor_Suppressor	3, 3	6	Tumorsuppressor
ARHGAP17	cervical cancer, colon cancer	Tumor_Suppressor, Tumor_Suppressor	1, 1	2	Tumorsuppressor
ARHGAP24	colorectal cancer, kidney cancer	Tumor_Suppressor, Tumor_Suppressor	1, 1	2	Tumorsuppressor
ARHGAP26	acute myeloid leukemia, hematologic cancer, ovarian cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor	1, 1, 1	3	Tumorsuppressor
ARHGAP29	mantle cell lymphoma, stomach cancer	Tumor_Suppressor, Oncogene	2, 1	3	Dualrole
ARHGAP30	lung cancer	Tumor_Suppressor	1	1	Tumorsuppressor
ARHGAP44	hepatocellular carcinoma	Tumor_Suppressor	1	1	Tumorsuppressor
ARHGDIA	hepatocellular carcinoma, breast cancer	Tumor_Suppressor, Tumor_Suppressor	1, 1	2	Tumorsuppressor
ARHGDIB	hepatocellular carcinoma	Oncogene	1	1	Oncogene
ARHGEF1	chronic myeloid leukemia, myeloproliferative neoplasm, leukemia	Oncogene, Driver, Driver	1, 1, 1	3	Dualrole
ARHGEF10	pancreatic ductal adenocarcinoma	Tumor_Suppressor	1	1	Tumorsuppressor
ARHGEF11	pancreatic cancer	Oncogene	1	1	Oncogene
ARHGEF12	colorectal cancer, colorectal carcinoma	Tumor_Suppressor, Tumor_Suppressor	1, 1	2	Tumorsuppressor
ARHGEF2	melanoma, pancreatic cancer, breast cancer	Oncogene, Oncogene, Oncogene	1, 1, 1	3	Oncogene
ARHGEF39	hepatocellular carcinoma	Oncogene	1	1	Oncogene
ARHGEF4	colorectal cancer	Oncogene	1	1	Oncogene
ARHGEF5	lung adenocarcinoma, breast cancer	Oncogene, Oncogene	1, 1	2	Oncogene
ARID1A	ovarian cancer, clear cell adenocarcinoma, ovarian clear cell carcinoma, liver cancer, breast cancer, stomach cancer, ovarian cancer, colorectal cancer, neuroblastoma, hepatocellular carcinoma, head and neck squamous cell carcinoma, esophagus adenocarcinoma, small intestine adenocarcinoma, endometrial carcinoma, melanoma, lung cancer, urinary bladder cancer, colorectal carcinoma, acute lymphocytic leukemia, acute myeloid leukemia, chronic myeloid leukemia, ovarian clear cell adenocarcinoma, ovarian carcinoma, thyroid gland papillary carcinoma, pancreatic cancer, medulloblastoma, hepatocellular carcinoma, colon adenocarcinoma, colon cancer, endometrial cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Driver, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Driver, Driver, Driver	6, 5, 5, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	47	Dualrole
ARID1B	pancreatic cancer, ovarian cancer, breast cancer, urinary bladder cancer, breast cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Driver	3, 1, 1, 1, 1	7	Dualrole
ARID2	hepatocellular carcinoma, melanoma	Tumor_Suppressor, Tumor_Suppressor	2, 1	3	Tumorsuppressor
ARID3A	stomach cancer	Oncogene	1	1	Oncogene
ARID3B	neuroblastoma	Oncogene	1	1	Oncogene
ARID4A	retinoblastoma, myelodysplastic/myeloproliferative neoplasm, leukemia, prostate cancer	Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene	2, 1, 1, 1	5	Dualrole
ARID4B	retinoblastoma, myelodysplastic/myeloproliferative neoplasm, prostate cancer, myeloid leukemia	Tumor_Suppressor, Tumor_Suppressor, Oncogene, Driver	1, 1, 1, 1	4	Dualrole
ARID5B	acute lymphocytic leukemia, acute T cell leukemia	Oncogene, Oncogene	1, 1	2	Oncogene
ARL11	ovarian cancer, colorectal cancer, ovarian cystadenocarcinoma, ovarian cancer, melanoma, breast cancer	Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene	1, 1, 1, 1, 1, 1	6	Dualrole
ARL2	cervical cancer	Oncogene	2	2	Oncogene
ARL6IP5	esophagus squamous cell carcinoma	Tumor_Suppressor	1	1	Tumorsuppressor
ARMCX1	breast cancer, stomach cancer, cervical cancer	Tumor_Suppressor, Tumor_Suppressor, Oncogene	1, 1, 1	3	Dualrole
ARNT	neuroblastoma, lymphoma	Oncogene, Oncogene	4, 1	5	Oncogene
ARNT2	lung non-small cell carcinoma	Tumor_Suppressor	1	1	Tumorsuppressor
ARNTL	ovarian cancer, tongue squamous cell carcinoma, pancreatic cancer	Tumor_Suppressor, Tumor_Suppressor, Oncogene	2, 1, 1	4	Dualrole
ARNTL2	lung adenocarcinoma	Driver	1	1	Driver
ARPC1A	leukemia	Oncogene	1	1	Oncogene
ARPC2	breast cancer	Oncogene	1	1	Oncogene
ARPC5	lung squamous cell carcinoma, prostate cancer	Oncogene, Oncogene	1, 1	2	Oncogene
ARRB1	acute T cell leukemia	Tumor_Suppressor	1	1	Tumorsuppressor
ARRDC3	breast cancer, prostate cancer	Tumor_Suppressor, Tumor_Suppressor	2, 1	3	Tumorsuppressor
ARSB	prostate cancer	Tumor_Suppressor	1	1	Tumorsuppressor
ARTN	breast carcinoma, endometrial carcinoma, esophageal carcinoma, esophageal cancer, melanoma, thyroid gland cancer, breast cancer, endometrial cancer, adrenal gland pheochromocytoma	Oncogene, Oncogene, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene	4, 3, 1, 1, 1, 1, 1, 1, 1	14	Dualrole
ASAH1	prostate cancer	Oncogene	1	1	Oncogene
ASAP1	ovarian cancer	Oncogene	1	1	Oncogene
ASAP3	malignant glioma	Oncogene	1	1	Oncogene
ASCL1	lung small cell carcinoma, neuroendocrine carcinoma, lung cancer, glioblastoma multiforme	Oncogene, Oncogene, Oncogene, Driver	3, 1, 1, 1	6	Dualrole
ASF1A	gastrointestinal system cancer	Oncogene	1	1	Oncogene
ASPM	medulloblastoma	Driver	1	1	Driver
ASPN	breast cancer, stomach cancer, colorectal cancer, stomach cancer, prostate cancer	Tumor_Suppressor, Oncogene, Tumor_Suppressor, Tumor_Suppressor, Driver	3, 2, 1, 1, 1	8	Dualrole
ASPSCR1	cervical cancer, osteosarcoma	Oncogene, Oncogene	1, 1	2	Oncogene
ASS1	breast cancer, urinary bladder cancer	Tumor_Suppressor, Tumor_Suppressor	1, 1	2	Tumorsuppressor
ASXL1	myeloid leukemia, leukemia, myeloid neoplasm	Tumor_Suppressor, Oncogene, Driver	1, 1, 1	3	Dualrole
ASXL2	leukemia	Tumor_Suppressor	1	1	Tumorsuppressor
ASXL3	lung small cell carcinoma, lung cancer	Oncogene, Oncogene	1, 1	2	Oncogene
ATAD2	breast cancer, hepatocellular carcinoma	Oncogene, Oncogene	3, 1	4	Oncogene
ATE1	prostate cancer	Driver	1	1	Driver
ATF1	clear cell sarcoma, Ewing sarcoma, colorectal cancer, breast cancer	Oncogene, Oncogene, Tumor_Suppressor, Tumor_Suppressor	3, 3, 1, 1	8	Dualrole
ATF2	melanoma, breast cancer, lung non-small cell carcinoma, skin cancer, skin carcinoma, mesenchymal cell neoplasm, pancreatic cancer, prostate cancer, melanoma	Oncogene, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver	9, 3, 2, 1, 1, 1, 1, 1, 1	20	Dualrole
ATF3	prostate cancer, breast cancer, lung cancer, colorectal cancer, skin squamous cell carcinoma, colorectal cancer, esophagus squamous cell carcinoma, colon cancer, Hodgkin's lymphoma, glioblastoma multiforme, lymphoma	Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene	4, 4, 3, 2, 2, 1, 1, 1, 1, 1, 1	21	Dualrole
ATF4	thyroid gland medullary carcinoma, lung non-small cell carcinoma, osteosarcoma	Tumor_Suppressor, Oncogene, Oncogene	1, 1, 1	3	Dualrole
ATF5	malignant glioma	Oncogene	1	1	Oncogene
ATF7	colorectal cancer	Tumor_Suppressor	1	1	Tumorsuppressor
ATF7IP	liver cancer, melanoma, lung cancer, testicular germ cell cancer	Oncogene, Oncogene, Oncogene, Driver	1, 1, 1, 1	4	Dualrole
ATG2B	chronic lymphocytic leukemia	Driver	1	1	Driver
ATG4B	colorectal cancer	Oncogene	1	1	Oncogene
ATG5	colon cancer	Tumor_Suppressor	1	1	Tumorsuppressor
ATG7	prostate cancer	Driver	1	1	Driver
ATM	chronic lymphocytic leukemia, breast cancer, lung adenocarcinoma, stomach cancer, mantle cell lymphoma, colorectal cancer, retinoblastoma, liver cancer, pancreatic cancer, thyroid gland cancer, stomach cancer, prolymphocytic leukemia, childhood acute myeloid leukemia, hepatocellular carcinoma, lung non-small cell carcinoma, pancreatic cancer, lung cancer, acute myeloid leukemia, breast cancer, mantle cell lymphoma	Driver, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Driver, Driver	5, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	29	Dualrole
ATMIN	B-cell lymphoma, lung adenocarcinoma, chronic lymphocytic leukemia, prostate cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene	1, 1, 1, 1	4	Dualrole
ATOH1	colorectal cancer, colon cancer, Merkel cell carcinoma, gastrointestinal stromal tumor, skin squamous cell carcinoma, medulloblastoma, medulloblastoma	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene	6, 3, 2, 1, 1, 1, 1	15	Dualrole
ATOH7	leukemia, lung non-small cell carcinoma, melanoma, leukemia	Tumor_Suppressor, Oncogene, Oncogene, Oncogene	1, 1, 1, 1	4	Dualrole
ATOH8	glioblastoma multiforme	Oncogene	1	1	Oncogene
ATP1B3	stomach cancer	Oncogene	1	1	Oncogene
ATP2B2	breast cancer	Driver	1	1	Driver
ATP8A2	lung cancer, melanoma, breast cancer, prostate cancer	Oncogene, Driver, Driver, Driver	1, 1, 1, 1	4	Dualrole
ATRX	malignant glioma, neuroblastoma, oligodendroglioma, malignant glioma, glioblastoma multiforme, melanoma, malignant pheochromocytoma, mucosal melanoma	Tumor_Suppressor, Driver, Driver, Driver, Driver, Driver, Driver, Driver	1, 1, 1, 1, 1, 1, 1, 1	8	Dualrole
ATXN2	neuroblastoma	Driver	1	1	Driver
AURKA	breast cancer, leukemia, neuroblastoma, astrocytoma, neuroblastoma, hepatoblastoma, hepatocellular carcinoma, lung oat cell carcinoma, renal cell carcinoma, rhabdoid cancer, liver cancer, chondrosarcoma, gastrointestinal system cancer, pituitary cancer, mixed cell type cancer, urinary bladder cancer, stomach cancer, prostate cancer	Oncogene, Oncogene, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver	8, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	26	Dualrole
AURKB	lung small cell carcinoma, chondrosarcoma, urinary bladder cancer	Oncogene, Oncogene, Oncogene	1, 1, 1	3	Oncogene
AURKC	breast cancer	Oncogene	2	2	Oncogene
AVP	lung small cell carcinoma	Oncogene	1	1	Oncogene
AXIN1	hepatocellular carcinoma, liver cancer, breast cancer, endometrioid ovary carcinoma	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene	2, 1, 1, 1	5	Dualrole
AXL	chronic myeloid leukemia, leukemia, hepatocellular carcinoma, colon cancer, lymphoma, lung non-small cell carcinoma, lung adenocarcinoma, prostate cancer, lymphoma, acute myeloid leukemia, renal cell carcinoma, lung non-small cell carcinoma, malignant glioma, astrocytoma, breast ductal carcinoma, kidney cancer, breast cancer, lung cancer, prostate cancer, colon cancer, brain cancer	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Driver	4, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	30	Dualrole
AZGP1	pancreatic cancer, colorectal cancer, esophagus squamous cell carcinoma, pancreatic ductal adenocarcinoma, stomach cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor	3, 1, 1, 1, 1	7	Tumorsuppressor
AZIN1	hepatocellular carcinoma	Oncogene	1	1	Oncogene
AZIN2	lung cancer, lung non-small cell carcinoma	Driver, Driver	2, 1	3	Driver
B3GAT3	liver cancer	Oncogene	1	1	Oncogene
B3GNT3	cervical cancer	Oncogene	1	1	Oncogene
B3GNT9	urinary bladder cancer	Driver	1	1	Driver
B4GALNT3	neuroblastoma	Tumor_Suppressor	1	1	Tumorsuppressor
B4GALT3	cervical cancer	Oncogene	2	2	Oncogene
B9D1	liver cancer	Tumor_Suppressor	1	1	Tumorsuppressor
BAALC	gastrointestinal stromal tumor	Oncogene	2	2	Oncogene
BABAM2	lung cancer	Tumor_Suppressor	1	1	Tumorsuppressor
BACH1	polycythemia vera, chronic myeloid leukemia, colon cancer	Oncogene, Oncogene, Oncogene	1, 1, 1	3	Oncogene
BACH2	acute lymphocytic leukemia, hematologic cancer	Tumor_Suppressor, Tumor_Suppressor	1, 1	2	Tumorsuppressor
BAG3	colorectal cancer, cervical cancer, chondrosarcoma	Tumor_Suppressor, Oncogene, Oncogene	1, 1, 1	3	Dualrole
BAK1	cervix carcinoma, lung non-small cell carcinoma	Tumor_Suppressor, Oncogene	1, 1	2	Dualrole
BANF1	synovial sarcoma	Oncogene	3	3	Oncogene
BANK1	B-cell lymphoma	Tumor_Suppressor	1	1	Tumorsuppressor
BANP	melanoma, breast cancer, colorectal cancer	Tumor_Suppressor, Tumor_Suppressor, Oncogene	1, 1, 1	3	Dualrole
BAP1	malignant mesothelioma, uveal melanoma, lung cancer, renal cell carcinoma, melanoma, malignant mesothelioma, skin melanoma, neuroblastoma, cholangiocarcinoma, intrahepatic cholangiocarcinoma, cervical cancer, gastric adenocarcinoma, kidney cancer, basal cell carcinoma, peritoneal mesothelioma, breast cancer, myeloid leukemia, esophagus squamous cell carcinoma, breast cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Driver, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Driver, Driver, Driver	12, 10, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	44	Dualrole
BARD1	neuroblastoma, breast cancer, neuroblastoma, Ewing sarcoma, ovarian cancer	Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene	1, 1, 1, 1, 1	5	Dualrole
BARX2	ovarian cancer	Tumor_Suppressor	1	1	Tumorsuppressor
BASP1	breast cancer, cervical cancer, pancreatic cancer	Tumor_Suppressor, Oncogene, Oncogene	1, 1, 1	3	Dualrole
BATF	lung non-small cell carcinoma, fibrosarcoma	Oncogene, Oncogene	1, 1	2	Oncogene
BATF2	lung non-small cell carcinoma, prostate cancer	Tumor_Suppressor, Tumor_Suppressor	1, 1	2	Tumorsuppressor
BAX	malignant glioma, pancreatic cancer, colorectal cancer, lung non-small cell carcinoma, kidney cancer, colorectal cancer	Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Driver	1, 1, 1, 1, 1, 1	6	Dualrole
BBC3	colorectal cancer, lymphoma, lung non-small cell carcinoma, B-cell lymphoma	Tumor_Suppressor, Tumor_Suppressor, Oncogene, Driver	1, 1, 1, 1	4	Dualrole
BBS9	nephroblastoma, colon cancer	Tumor_Suppressor, Oncogene	1, 1	2	Dualrole
BCAM	hepatocellular carcinoma	Tumor_Suppressor	1	1	Tumorsuppressor
BCAN	malignant glioma	Oncogene	2	2	Oncogene
BCAR1	breast cancer, breast cancer	Oncogene, Driver	1, 1	2	Dualrole
BCAS1	breast cancer	Oncogene	1	1	Oncogene
BCCIP	esophagus squamous cell carcinoma	Oncogene	1	1	Oncogene
BCHE	ovary adenocarcinoma, breast cancer	Oncogene, Oncogene	1, 1	2	Oncogene
BCKDHB	retinoblastoma	Tumor_Suppressor	1	1	Tumorsuppressor
BCL11A	breast cancer, B-cell lymphoma, diffuse large B-cell lymphoma, lung non-small cell carcinoma, lung non-small cell carcinoma, lung squamous cell carcinoma, leukemia, peripheral T-cell lymphoma	Oncogene, Oncogene, Oncogene, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene	4, 2, 2, 1, 1, 1, 1, 1	13	Dualrole
BCL11B	acute T cell leukemia, thymus lymphoma, acute lymphocytic leukemia, thymoma, leukemia, peripheral T-cell lymphoma, acute myeloid leukemia, acute T cell leukemia, acute T cell leukemia	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Driver	4, 2, 1, 1, 1, 1, 1, 1, 1	13	Dualrole
BCL2	follicular lymphoma, B-cell lymphoma, lymphoma, Hodgkin's lymphoma, breast cancer, chronic lymphocytic leukemia, prostate cancer, lung non-small cell carcinoma, melanoma, leukemia, malignant glioma, multiple myeloma, colorectal cancer, lung small cell carcinoma, thyroid gland medullary carcinoma, B-cell lymphoma, Burkitt lymphoma, neuroblastoma, hepatocellular carcinoma, adult acute lymphocytic leukemia, cervical cancer, laryngeal carcinoma, pancreatic cancer, lung cancer, non-Hodgkin lymphoma, diffuse large B-cell lymphoma, leukemia, chronic lymphocytic leukemia, lung non-small cell carcinoma, esophagus squamous cell carcinoma, thyroid gland cancer, lung cancer, leukemia, stomach cancer, prostate cancer, acute lymphocytic leukemia, mast-cell leukemia, acute myeloid leukemia, skin melanoma, Hodgkin's lymphoma, nodular sclerosis, intraocular lymphoma, acute T cell leukemia, testicular germ cell cancer, pancreatic carcinoma, cervical squamous cell carcinoma, central nervous system cancer, mesenchymal cell neoplasm, osteosarcoma, gastrointestinal system cancer, glioblastoma multiforme, invasive ductal carcinoma, cervix carcinoma, endometrial carcinoma, endometrial adenocarcinoma, larynx cancer, hematologic cancer, basal cell carcinoma, nephroblastoma, squamous cell carcinoma, stomach cancer, myxofibrosarcoma, adenoid cystic carcinoma, cutaneous T cell lymphoma, tongue squamous cell carcinoma, colorectal adenocarcinoma, breast cancer, lymphoma, follicular lymphoma	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Driver, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Driver, Driver	33, 25, 16, 10, 10, 9, 9, 7, 6, 6, 4, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	214	Dualrole
BCL2A1	melanoma	Oncogene	3	3	Oncogene
BCL2L1	B-cell lymphoma, lymphoma, colorectal cancer, hepatocellular carcinoma, lung adenocarcinoma, breast cancer, lung cancer, stomach cancer, multiple myeloma, T-cell leukemia, plasma cell neoplasm, cervical cancer, ovarian carcinoma, lung squamous cell carcinoma, serous cystadenocarcinoma, malignant glioma, glioblastoma multiforme, ovarian cancer, pancreatic endocrine carcinoma, pancreatic cancer, chronic lymphocytic leukemia, prostate cancer, myeloid neoplasm, colorectal adenocarcinoma, diffuse large B-cell lymphoma, anaplastic large cell lymphoma, plasma cell neoplasm	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver	3, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	37	Dualrole
