OriFull	OriSimp	mirbase_accession	version_6_0	version_7_0	version_7_1	version_8_0	version_8_1	version_8_2	version_9_0	version_9_1	version_9_2	version_10_0	version_10_1	version_11	version_12	version_13	version_14	version_15	version_16	version_17	version_18	version_19	version_20	version_21	finalname
hsa-miR-492-001039	hsa-miR-492	MIMAT0002812	NA	hsa-miR-492	hsa-miR-492	hsa-miR-492	hsa-miR-492	hsa-miR-492	hsa-miR-492	hsa-miR-492	hsa-miR-492	hsa-miR-492	hsa-miR-492	hsa-miR-492	hsa-miR-492	hsa-miR-492	hsa-miR-492	hsa-miR-492	hsa-miR-492	hsa-miR-492	hsa-miR-492	hsa-miR-492	hsa-miR-492	hsa-miR-492	hsa-miR-492
hsa-miR-493-002364	hsa-miR-493	MIMAT0003161	NA	NA	NA	hsa-miR-493-3p	hsa-miR-493-3p	hsa-miR-493-3p	hsa-miR-493-3p	hsa-miR-493-3p	hsa-miR-493-3p	hsa-miR-493	hsa-miR-493	hsa-miR-493	hsa-miR-493	hsa-miR-493	hsa-miR-493	hsa-miR-493	hsa-miR-493	hsa-miR-493	hsa-miR-493-3p	hsa-miR-493-3p	hsa-miR-493-3p	hsa-miR-493-3p	hsa-miR-493-3p
hsa-miR-494-002365	hsa-miR-494	MIMAT0002816	NA	hsa-miR-494	hsa-miR-494	hsa-miR-494	hsa-miR-494	hsa-miR-494	hsa-miR-494	hsa-miR-494	hsa-miR-494	hsa-miR-494	hsa-miR-494	hsa-miR-494	hsa-miR-494	hsa-miR-494	hsa-miR-494	hsa-miR-494	hsa-miR-494	hsa-miR-494	hsa-miR-494	hsa-miR-494	hsa-miR-494-3p	hsa-miR-494-3p	hsa-miR-494-3p
hsa-miR-499-3p-002427	hsa-miR-499-3p	MIMAT0004772	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-499-3p	hsa-miR-499-3p	hsa-miR-499-3p	hsa-miR-499-3p	hsa-miR-499-3p	hsa-miR-499-3p	hsa-miR-499-3p	hsa-miR-499-3p	hsa-miR-499-3p	hsa-miR-499a-3p	hsa-miR-499a-3p	hsa-miR-499a-3p	hsa-miR-499a-3p	hsa-miR-499a-3p
hsa-miR-500-002428	hsa-miR-500	MIMAT0004773	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-500	hsa-miR-500	hsa-miR-500	hsa-miR-500	hsa-miR-500	hsa-miR-500	hsa-miR-500	hsa-miR-500a	hsa-miR-500a	hsa-miR-500a-5p	hsa-miR-500a-5p	hsa-miR-500a-5p	hsa-miR-500a-5p	hsa-miR-500a-5p
hsa-miR-501-001047	hsa-miR-501	MIMAT0002872	NA	hsa-miR-501	hsa-miR-501	hsa-miR-501	hsa-miR-501	hsa-miR-501	hsa-miR-501	hsa-miR-501	hsa-miR-501	hsa-miR-501-5p	hsa-miR-501-5p	hsa-miR-501-5p	hsa-miR-501-5p	hsa-miR-501-5p	hsa-miR-501-5p	hsa-miR-501-5p	hsa-miR-501-5p	hsa-miR-501-5p	hsa-miR-501-5p	hsa-miR-501-5p	hsa-miR-501-5p	hsa-miR-501-5p	hsa-miR-501-5p
hsa-miR-501-3p-002435	hsa-miR-501-3p	MIMAT0004774	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-501-3p	hsa-miR-501-3p	hsa-miR-501-3p	hsa-miR-501-3p	hsa-miR-501-3p	hsa-miR-501-3p	hsa-miR-501-3p	hsa-miR-501-3p	hsa-miR-501-3p	hsa-miR-501-3p	hsa-miR-501-3p	hsa-miR-501-3p	hsa-miR-501-3p	hsa-miR-501-3p
hsa-miR-502-001109	hsa-miR-502	MIMAT0002873	NA	hsa-miR-502	hsa-miR-502	hsa-miR-502	hsa-miR-502	hsa-miR-502	hsa-miR-502	hsa-miR-502	hsa-miR-502	hsa-miR-502-5p	hsa-miR-502-5p	hsa-miR-502-5p	hsa-miR-502-5p	hsa-miR-502-5p	hsa-miR-502-5p	hsa-miR-502-5p	hsa-miR-502-5p	hsa-miR-502-5p	hsa-miR-502-5p	hsa-miR-502-5p	hsa-miR-502-5p	hsa-miR-502-5p	hsa-miR-502-5p
hsa-miR-502-3p-002083	hsa-miR-502-3p	MIMAT0004775	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-502-3p	hsa-miR-502-3p	hsa-miR-502-3p	hsa-miR-502-3p	hsa-miR-502-3p	hsa-miR-502-3p	hsa-miR-502-3p	hsa-miR-502-3p	hsa-miR-502-3p	hsa-miR-502-3p	hsa-miR-502-3p	hsa-miR-502-3p	hsa-miR-502-3p	hsa-miR-502-3p
hsa-miR-503-001048	hsa-miR-503	MIMAT0002874	NA	hsa-miR-503	hsa-miR-503	hsa-miR-503	hsa-miR-503	hsa-miR-503	hsa-miR-503	hsa-miR-503	hsa-miR-503	hsa-miR-503	hsa-miR-503	hsa-miR-503	hsa-miR-503	hsa-miR-503	hsa-miR-503	hsa-miR-503	hsa-miR-503	hsa-miR-503	hsa-miR-503	hsa-miR-503-5p	hsa-miR-503-5p	hsa-miR-503-5p	hsa-miR-503-5p
hsa-miR-504-002084	hsa-miR-504	MIMAT0002875	NA	hsa-miR-504	hsa-miR-504	hsa-miR-504	hsa-miR-504	hsa-miR-504	hsa-miR-504	hsa-miR-504	hsa-miR-504	hsa-miR-504	hsa-miR-504	hsa-miR-504	hsa-miR-504	hsa-miR-504	hsa-miR-504	hsa-miR-504	hsa-miR-504	hsa-miR-504	hsa-miR-504	hsa-miR-504	hsa-miR-504-5p	hsa-miR-504-5p	hsa-miR-504-5p
hsa-miR-505-002089	hsa-miR-505	MIMAT0002876	NA	hsa-miR-505	hsa-miR-505	hsa-miR-505	hsa-miR-505	hsa-miR-505	hsa-miR-505	hsa-miR-505	hsa-miR-505	hsa-miR-505	hsa-miR-505	hsa-miR-505	hsa-miR-505	hsa-miR-505	hsa-miR-505	hsa-miR-505	hsa-miR-505	hsa-miR-505	hsa-miR-505-3p	hsa-miR-505-3p	hsa-miR-505-3p	hsa-miR-505-3p	hsa-miR-505-3p
hsa-miR-506-001050	hsa-miR-506	MIMAT0002878	NA	hsa-miR-506	hsa-miR-506	hsa-miR-506	hsa-miR-506	hsa-miR-506	hsa-miR-506	hsa-miR-506	hsa-miR-506	hsa-miR-506	hsa-miR-506	hsa-miR-506	hsa-miR-506	hsa-miR-506	hsa-miR-506	hsa-miR-506	hsa-miR-506	hsa-miR-506	hsa-miR-506-3p	hsa-miR-506-3p	hsa-miR-506-3p	hsa-miR-506-3p	hsa-miR-506-3p
hsa-miR-507-001051	hsa-miR-507	MIMAT0002879	NA	hsa-miR-507	hsa-miR-507	hsa-miR-507	hsa-miR-507	hsa-miR-507	hsa-miR-507	hsa-miR-507	hsa-miR-507	hsa-miR-507	hsa-miR-507	hsa-miR-507	hsa-miR-507	hsa-miR-507	hsa-miR-507	hsa-miR-507	hsa-miR-507	hsa-miR-507	hsa-miR-507	hsa-miR-507	hsa-miR-507	hsa-miR-507	hsa-miR-507
hsa-miR-508-001052	hsa-miR-508	MIMAT0002880	NA	hsa-miR-508	hsa-miR-508	hsa-miR-508	hsa-miR-508	hsa-miR-508	hsa-miR-508	hsa-miR-508	hsa-miR-508	hsa-miR-508-3p	hsa-miR-508-3p	hsa-miR-508-3p	hsa-miR-508-3p	hsa-miR-508-3p	hsa-miR-508-3p	hsa-miR-508-3p	hsa-miR-508-3p	hsa-miR-508-3p	hsa-miR-508-3p	hsa-miR-508-3p	hsa-miR-508-3p	hsa-miR-508-3p	hsa-miR-508-3p
hsa-miR-508-5p-002092	hsa-miR-508-5p	MIMAT0004778	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-508-5p	hsa-miR-508-5p	hsa-miR-508-5p	hsa-miR-508-5p	hsa-miR-508-5p	hsa-miR-508-5p	hsa-miR-508-5p	hsa-miR-508-5p	hsa-miR-508-5p	hsa-miR-508-5p	hsa-miR-508-5p	hsa-miR-508-5p	hsa-miR-508-5p	hsa-miR-508-5p
hsa-miR-509-3-5p-002155	hsa-miR-509-3-5p	MIMAT0004975	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-509-3-5p	hsa-miR-509-3-5p	hsa-miR-509-3-5p	hsa-miR-509-3-5p	hsa-miR-509-3-5p	hsa-miR-509-3-5p	hsa-miR-509-3-5p	hsa-miR-509-3-5p	hsa-miR-509-3-5p	hsa-miR-509-3-5p	hsa-miR-509-3-5p	hsa-miR-509-3-5p	hsa-miR-509-3-5p	hsa-miR-509-3-5p
hsa-miR-509-5p-002235	hsa-miR-509-5p	MIMAT0004779	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-509-5p	hsa-miR-509-5p	hsa-miR-509-5p	hsa-miR-509-5p	hsa-miR-509-5p	hsa-miR-509-5p	hsa-miR-509-5p	hsa-miR-509-5p	hsa-miR-509-5p	hsa-miR-509-5p	hsa-miR-509-5p	hsa-miR-509-5p	hsa-miR-509-5p	hsa-miR-509-5p
hsa-miR-510-002241	hsa-miR-510	MIMAT0002882	NA	hsa-miR-510	hsa-miR-510	hsa-miR-510	hsa-miR-510	hsa-miR-510	hsa-miR-510	hsa-miR-510	hsa-miR-510	hsa-miR-510	hsa-miR-510	hsa-miR-510	hsa-miR-510	hsa-miR-510	hsa-miR-510	hsa-miR-510	hsa-miR-510	hsa-miR-510	hsa-miR-510	hsa-miR-510	hsa-miR-510-5p	hsa-miR-510-5p	hsa-miR-510-5p
hsa-miR-511-001111	hsa-miR-511	MIMAT0002808	NA	hsa-miR-511	hsa-miR-511	hsa-miR-511	hsa-miR-511	hsa-miR-511	hsa-miR-511	hsa-miR-511	hsa-miR-511	hsa-miR-511	hsa-miR-511	hsa-miR-511	hsa-miR-511	hsa-miR-511	hsa-miR-511	hsa-miR-511	hsa-miR-511	hsa-miR-511	hsa-miR-511	hsa-miR-511	hsa-miR-511-5p	hsa-miR-511-5p	hsa-miR-511-5p
hsa-miR-512-3p-001823	hsa-miR-512-3p	MIMAT0002823	NA	hsa-miR-512-3p	hsa-miR-512-3p	hsa-miR-512-3p	hsa-miR-512-3p	hsa-miR-512-3p	hsa-miR-512-3p	hsa-miR-512-3p	hsa-miR-512-3p	hsa-miR-512-3p	hsa-miR-512-3p	hsa-miR-512-3p	hsa-miR-512-3p	hsa-miR-512-3p	hsa-miR-512-3p	hsa-miR-512-3p	hsa-miR-512-3p	hsa-miR-512-3p	hsa-miR-512-3p	hsa-miR-512-3p	hsa-miR-512-3p	hsa-miR-512-3p	hsa-miR-512-3p
hsa-miR-512-5p-001145	hsa-miR-512-5p	MIMAT0002822	NA	hsa-miR-512-5p	hsa-miR-512-5p	hsa-miR-512-5p	hsa-miR-512-5p	hsa-miR-512-5p	hsa-miR-512-5p	hsa-miR-512-5p	hsa-miR-512-5p	hsa-miR-512-5p	hsa-miR-512-5p	hsa-miR-512-5p	hsa-miR-512-5p	hsa-miR-512-5p	hsa-miR-512-5p	hsa-miR-512-5p	hsa-miR-512-5p	hsa-miR-512-5p	hsa-miR-512-5p	hsa-miR-512-5p	hsa-miR-512-5p	hsa-miR-512-5p	hsa-miR-512-5p
hsa-miR-513-5p-002090	hsa-miR-513-5p	MIMAT0002877	NA	hsa-miR-513	hsa-miR-513	hsa-miR-513	hsa-miR-513	hsa-miR-513	hsa-miR-513	hsa-miR-513	hsa-miR-513	hsa-miR-513-5p	hsa-miR-513a-5p	hsa-miR-513a-5p	hsa-miR-513a-5p	hsa-miR-513a-5p	hsa-miR-513a-5p	hsa-miR-513a-5p	hsa-miR-513a-5p	hsa-miR-513a-5p	hsa-miR-513a-5p	hsa-miR-513a-5p	hsa-miR-513a-5p	hsa-miR-513a-5p	hsa-miR-513a-5p
hsa-miR-515-3p-002369	hsa-miR-515-3p	MIMAT0002827	NA	hsa-miR-515-3p	hsa-miR-515-3p	hsa-miR-515-3p	hsa-miR-515-3p	hsa-miR-515-3p	hsa-miR-515-3p	hsa-miR-515-3p	hsa-miR-515-3p	hsa-miR-515-3p	hsa-miR-515-3p	hsa-miR-515-3p	hsa-miR-515-3p	hsa-miR-515-3p	hsa-miR-515-3p	hsa-miR-515-3p	hsa-miR-515-3p	hsa-miR-515-3p	hsa-miR-515-3p	hsa-miR-515-3p	hsa-miR-515-3p	hsa-miR-515-3p	hsa-miR-515-3p
hsa-miR-515-5p-001112	hsa-miR-515-5p	MIMAT0002826	NA	hsa-miR-515-5p	hsa-miR-515-5p	hsa-miR-515-5p	hsa-miR-515-5p	hsa-miR-515-5p	hsa-miR-515-5p	hsa-miR-515-5p	hsa-miR-515-5p	hsa-miR-515-5p	hsa-miR-515-5p	hsa-miR-515-5p	hsa-miR-515-5p	hsa-miR-515-5p	hsa-miR-515-5p	hsa-miR-515-5p	hsa-miR-515-5p	hsa-miR-515-5p	hsa-miR-515-5p	hsa-miR-515-5p	hsa-miR-515-5p	hsa-miR-515-5p	hsa-miR-515-5p
hsa-miR-516a-5p-002416	hsa-miR-516a-5p	MIMAT0004770	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-516a-5p	hsa-miR-516a-5p	hsa-miR-516a-5p	hsa-miR-516a-5p	hsa-miR-516a-5p	hsa-miR-516a-5p	hsa-miR-516a-5p	hsa-miR-516a-5p	hsa-miR-516a-5p	hsa-miR-516a-5p	hsa-miR-516a-5p	hsa-miR-516a-5p	hsa-miR-516a-5p	hsa-miR-516a-5p
hsa-miR-516b-001150	hsa-miR-516b	MIMAT0002859	NA	hsa-miR-516-5p	hsa-miR-516-5p	hsa-miR-516-5p	hsa-miR-516-5p	hsa-miR-516-5p	hsa-miR-516-5p	hsa-miR-516-5p	hsa-miR-516-5p	hsa-miR-516b	hsa-miR-516b	hsa-miR-516b	hsa-miR-516b	hsa-miR-516b	hsa-miR-516b	hsa-miR-516b	hsa-miR-516b	hsa-miR-516b	hsa-miR-516b-5p	hsa-miR-516b-5p	hsa-miR-516b-5p	hsa-miR-516b-5p	hsa-miR-516b-5p
hsa-miR-517a-002402	hsa-miR-517a	MIMAT0002852	NA	hsa-miR-517a	hsa-miR-517a	hsa-miR-517a	hsa-miR-517a	hsa-miR-517a	hsa-miR-517a	hsa-miR-517a	hsa-miR-517a	hsa-miR-517a	hsa-miR-517a	hsa-miR-517a	hsa-miR-517a	hsa-miR-517a	hsa-miR-517a	hsa-miR-517a	hsa-miR-517a	hsa-miR-517a	hsa-miR-517a-3p	hsa-miR-517a-3p	hsa-miR-517a-3p	hsa-miR-517a-3p	hsa-miR-517a-3p
hsa-miR-517b-001152	hsa-miR-517b	MIMAT0002857	NA	hsa-miR-517b	hsa-miR-517b	hsa-miR-517b	hsa-miR-517b	hsa-miR-517b	hsa-miR-517b	hsa-miR-517b	hsa-miR-517b	hsa-miR-517b	hsa-miR-517b	hsa-miR-517b	hsa-miR-517b	hsa-miR-517b	hsa-miR-517b	hsa-miR-517b	hsa-miR-517b	hsa-miR-517b	hsa-miR-517b-3p	hsa-miR-517b-3p	hsa-miR-517b-3p	hsa-miR-517b-3p	hsa-miR-517b-3p
hsa-miR-517c-001153	hsa-miR-517c	MIMAT0002866	NA	hsa-miR-517c	hsa-miR-517c	hsa-miR-517c	hsa-miR-517c	hsa-miR-517c	hsa-miR-517c	hsa-miR-517c	hsa-miR-517c	hsa-miR-517c	hsa-miR-517c	hsa-miR-517c	hsa-miR-517c	hsa-miR-517c	hsa-miR-517c	hsa-miR-517c	hsa-miR-517c	hsa-miR-517c	hsa-miR-517c-3p	hsa-miR-517c-3p	hsa-miR-517c-3p	hsa-miR-517c-3p	hsa-miR-517c-3p
hsa-miR-518a-3p-002397	hsa-miR-518a-3p	MIMAT0002863	NA	hsa-miR-518a	hsa-miR-518a	hsa-miR-518a	hsa-miR-518a	hsa-miR-518a	hsa-miR-518a	hsa-miR-518a	hsa-miR-518a	hsa-miR-518a-3p	hsa-miR-518a-3p	hsa-miR-518a-3p	hsa-miR-518a-3p	hsa-miR-518a-3p	hsa-miR-518a-3p	hsa-miR-518a-3p	hsa-miR-518a-3p	hsa-miR-518a-3p	hsa-miR-518a-3p	hsa-miR-518a-3p	hsa-miR-518a-3p	hsa-miR-518a-3p	hsa-miR-518a-3p
hsa-miR-518a-5p-002396	hsa-miR-518a-5p	MIMAT0005457	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-518a-5p	hsa-miR-518a-5p	hsa-miR-518a-5p	hsa-miR-518a-5p	hsa-miR-518a-5p	hsa-miR-518a-5p	hsa-miR-518a-5p	hsa-miR-518a-5p	hsa-miR-518a-5p	hsa-miR-518a-5p	hsa-miR-518a-5p	hsa-miR-518a-5p	hsa-miR-518a-5p	hsa-miR-518a-5p
hsa-miR-518b-001156	hsa-miR-518b	MIMAT0002844	NA	hsa-miR-518b	hsa-miR-518b	hsa-miR-518b	hsa-miR-518b	hsa-miR-518b	hsa-miR-518b	hsa-miR-518b	hsa-miR-518b	hsa-miR-518b	hsa-miR-518b	hsa-miR-518b	hsa-miR-518b	hsa-miR-518b	hsa-miR-518b	hsa-miR-518b	hsa-miR-518b	hsa-miR-518b	hsa-miR-518b	hsa-miR-518b	hsa-miR-518b	hsa-miR-518b	hsa-miR-518b
hsa-miR-518c-002401	hsa-miR-518c	MIMAT0002848	NA	hsa-miR-518c	hsa-miR-518c	hsa-miR-518c	hsa-miR-518c	hsa-miR-518c	hsa-miR-518c	hsa-miR-518c	hsa-miR-518c	hsa-miR-518c	hsa-miR-518c	hsa-miR-518c	hsa-miR-518c	hsa-miR-518c	hsa-miR-518c	hsa-miR-518c	hsa-miR-518c	hsa-miR-518c	hsa-miR-518c-3p	hsa-miR-518c-3p	hsa-miR-518c-3p	hsa-miR-518c-3p	hsa-miR-518c-3p
hsa-miR-518d-001159	hsa-miR-518d	MIMAT0002864	NA	hsa-miR-518d	hsa-miR-518d	hsa-miR-518d	hsa-miR-518d	hsa-miR-518d	hsa-miR-518d	hsa-miR-518d	hsa-miR-518d	hsa-miR-518d-3p	hsa-miR-518d-3p	hsa-miR-518d-3p	hsa-miR-518d-3p	hsa-miR-518d-3p	hsa-miR-518d-3p	hsa-miR-518d-3p	hsa-miR-518d-3p	hsa-miR-518d-3p	hsa-miR-518d-3p	hsa-miR-518d-3p	hsa-miR-518d-3p	hsa-miR-518d-3p	hsa-miR-518d-3p
hsa-miR-518d-5p-002389	hsa-miR-518d-5p	MIMAT0005456	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-518d-5p	hsa-miR-518d-5p	hsa-miR-518d-5p	hsa-miR-518d-5p	hsa-miR-518d-5p	hsa-miR-518d-5p	hsa-miR-518d-5p	hsa-miR-518d-5p	hsa-miR-518d-5p	hsa-miR-518d-5p	hsa-miR-518d-5p	hsa-miR-518d-5p	hsa-miR-518d-5p	hsa-miR-518d-5p
hsa-miR-518e-002395	hsa-miR-518e	MIMAT0002861	NA	hsa-miR-518e	hsa-miR-518e	hsa-miR-518e	hsa-miR-518e	hsa-miR-518e	hsa-miR-518e	hsa-miR-518e	hsa-miR-518e	hsa-miR-518e	hsa-miR-518e	hsa-miR-518e	hsa-miR-518e	hsa-miR-518e	hsa-miR-518e	hsa-miR-518e	hsa-miR-518e	hsa-miR-518e	hsa-miR-518e-3p	hsa-miR-518e-3p	hsa-miR-518e-3p	hsa-miR-518e-3p	hsa-miR-518e-3p
hsa-miR-518f-002388	hsa-miR-518f	MIMAT0002842	NA	hsa-miR-518f	hsa-miR-518f	hsa-miR-518f	hsa-miR-518f	hsa-miR-518f	hsa-miR-518f	hsa-miR-518f	hsa-miR-518f	hsa-miR-518f	hsa-miR-518f	hsa-miR-518f	hsa-miR-518f	hsa-miR-518f	hsa-miR-518f	hsa-miR-518f	hsa-miR-518f	hsa-miR-518f	hsa-miR-518f-3p	hsa-miR-518f-3p	hsa-miR-518f-3p	hsa-miR-518f-3p	hsa-miR-518f-3p
hsa-miR-519a-002415	hsa-miR-519a	MIMAT0002869	NA	hsa-miR-519a	hsa-miR-519a	hsa-miR-519a	hsa-miR-519a	hsa-miR-519a	hsa-miR-519a	hsa-miR-519a	hsa-miR-519a	hsa-miR-519a	hsa-miR-519a	hsa-miR-519a	hsa-miR-519a	hsa-miR-519a	hsa-miR-519a	hsa-miR-519a	hsa-miR-519a	hsa-miR-519a	hsa-miR-519a-3p	hsa-miR-519a-3p	hsa-miR-519a-3p	hsa-miR-519a-3p	hsa-miR-519a-3p
hsa-miR-519c-001163	hsa-miR-519c	MIMAT0002832	NA	hsa-miR-519c	hsa-miR-519c	hsa-miR-519c	hsa-miR-519c	hsa-miR-519c	hsa-miR-519c	hsa-miR-519c	hsa-miR-519c	hsa-miR-519c-3p	hsa-miR-519c-3p	hsa-miR-519c-3p	hsa-miR-519c-3p	hsa-miR-519c-3p	hsa-miR-519c-3p	hsa-miR-519c-3p	hsa-miR-519c-3p	hsa-miR-519c-3p	hsa-miR-519c-3p	hsa-miR-519c-3p	hsa-miR-519c-3p	hsa-miR-519c-3p	hsa-miR-519c-3p
hsa-miR-519d-002403	hsa-miR-519d	MIMAT0002853	NA	hsa-miR-519d	hsa-miR-519d	hsa-miR-519d	hsa-miR-519d	hsa-miR-519d	hsa-miR-519d	hsa-miR-519d	hsa-miR-519d	hsa-miR-519d	hsa-miR-519d	hsa-miR-519d	hsa-miR-519d	hsa-miR-519d	hsa-miR-519d	hsa-miR-519d	hsa-miR-519d	hsa-miR-519d	hsa-miR-519d	hsa-miR-519d	hsa-miR-519d-3p	hsa-miR-519d-3p	hsa-miR-519d-3p
hsa-miR-519e-002370	hsa-miR-519e	MIMAT0002829	NA	hsa-miR-519e	hsa-miR-519e	hsa-miR-519e	hsa-miR-519e	hsa-miR-519e	hsa-miR-519e	hsa-miR-519e	hsa-miR-519e	hsa-miR-519e	hsa-miR-519e	hsa-miR-519e	hsa-miR-519e	hsa-miR-519e	hsa-miR-519e	hsa-miR-519e	hsa-miR-519e	hsa-miR-519e	hsa-miR-519e-3p	hsa-miR-519e-3p	hsa-miR-519e-3p	hsa-miR-519e-3p	hsa-miR-519e-3p
hsa-miR-520a	hsa-miR-520a	MIMAT0002834	NA	hsa-miR-520a	hsa-miR-520a	hsa-miR-520a	hsa-miR-520a	hsa-miR-520a	hsa-miR-520a	hsa-miR-520a	hsa-miR-520a	hsa-miR-520a-3p	hsa-miR-520a-3p	hsa-miR-520a-3p	hsa-miR-520a-3p	hsa-miR-520a-3p	hsa-miR-520a-3p	hsa-miR-520a-3p	hsa-miR-520a-3p	hsa-miR-520a-3p	hsa-miR-520a-3p	hsa-miR-520a-3p	hsa-miR-520a-3p	hsa-miR-520a-3p	hsa-miR-520a-3p
hsa-miR-520a-001167	hsa-miR-520a	MIMAT0002834	NA	hsa-miR-520a	hsa-miR-520a	hsa-miR-520a	hsa-miR-520a	hsa-miR-520a	hsa-miR-520a	hsa-miR-520a	hsa-miR-520a	hsa-miR-520a-3p	hsa-miR-520a-3p	hsa-miR-520a-3p	hsa-miR-520a-3p	hsa-miR-520a-3p	hsa-miR-520a-3p	hsa-miR-520a-3p	hsa-miR-520a-3p	hsa-miR-520a-3p	hsa-miR-520a-3p	hsa-miR-520a-3p	hsa-miR-520a-3p	hsa-miR-520a-3p	hsa-miR-520a-3p
hsa-miR-520b-001116	hsa-miR-520b	MIMAT0002843	NA	hsa-miR-520b	hsa-miR-520b	hsa-miR-520b	hsa-miR-520b	hsa-miR-520b	hsa-miR-520b	hsa-miR-520b	hsa-miR-520b	hsa-miR-520b	hsa-miR-520b	hsa-miR-520b	hsa-miR-520b	hsa-miR-520b	hsa-miR-520b	hsa-miR-520b	hsa-miR-520b	hsa-miR-520b	hsa-miR-520b	hsa-miR-520b	hsa-miR-520b	hsa-miR-520b	hsa-miR-520b
hsa-miR-520d-5p-002393	hsa-miR-520d-5p	MIMAT0002855	NA	hsa-miR-520d*	hsa-miR-520d*	hsa-miR-520d*	hsa-miR-520d*	hsa-miR-520d*	hsa-miR-520d*	hsa-miR-520d*	hsa-miR-520d*	hsa-miR-520d-5p	hsa-miR-520d-5p	hsa-miR-520d-5p	hsa-miR-520d-5p	hsa-miR-520d-5p	hsa-miR-520d-5p	hsa-miR-520d-5p	hsa-miR-520d-5p	hsa-miR-520d-5p	hsa-miR-520d-5p	hsa-miR-520d-5p	hsa-miR-520d-5p	hsa-miR-520d-5p	hsa-miR-520d-5p
hsa-miR-520e-001119	hsa-miR-520e	MIMAT0002825	NA	hsa-miR-520e	hsa-miR-520e	hsa-miR-520e	hsa-miR-520e	hsa-miR-520e	hsa-miR-520e	hsa-miR-520e	hsa-miR-520e	hsa-miR-520e	hsa-miR-520e	hsa-miR-520e	hsa-miR-520e	hsa-miR-520e	hsa-miR-520e	hsa-miR-520e	hsa-miR-520e	hsa-miR-520e	hsa-miR-520e	hsa-miR-520e	hsa-miR-520e	hsa-miR-520e	hsa-miR-520e
hsa-miR-520f-001120	hsa-miR-520f	MIMAT0002830	NA	hsa-miR-520f	hsa-miR-520f	hsa-miR-520f	hsa-miR-520f	hsa-miR-520f	hsa-miR-520f	hsa-miR-520f	hsa-miR-520f	hsa-miR-520f	hsa-miR-520f	hsa-miR-520f	hsa-miR-520f	hsa-miR-520f	hsa-miR-520f	hsa-miR-520f	hsa-miR-520f	hsa-miR-520f	hsa-miR-520f	hsa-miR-520f	hsa-miR-520f-3p	hsa-miR-520f-3p	hsa-miR-520f-3p
hsa-miR-520g-001121	hsa-miR-520g	MIMAT0002858	NA	hsa-miR-520g	hsa-miR-520g	hsa-miR-520g	hsa-miR-520g	hsa-miR-520g	hsa-miR-520g	hsa-miR-520g	hsa-miR-520g	hsa-miR-520g	hsa-miR-520g	hsa-miR-520g	hsa-miR-520g	hsa-miR-520g	hsa-miR-520g	hsa-miR-520g	hsa-miR-520g	hsa-miR-520g	hsa-miR-520g	hsa-miR-520g	hsa-miR-520g-3p	hsa-miR-520g-3p	hsa-miR-520g-3p
hsa-miR-521-001122	hsa-miR-521	MIMAT0002854	NA	hsa-miR-521	hsa-miR-521	hsa-miR-521	hsa-miR-521	hsa-miR-521	hsa-miR-521	hsa-miR-521	hsa-miR-521	hsa-miR-521	hsa-miR-521	hsa-miR-521	hsa-miR-521	hsa-miR-521	hsa-miR-521	hsa-miR-521	hsa-miR-521	hsa-miR-521	hsa-miR-521	hsa-miR-521	hsa-miR-521	hsa-miR-521	hsa-miR-521
hsa-miR-522-002413	hsa-miR-522	MIMAT0002868	NA	hsa-miR-522	hsa-miR-522	hsa-miR-522	hsa-miR-522	hsa-miR-522	hsa-miR-522	hsa-miR-522	hsa-miR-522	hsa-miR-522	hsa-miR-522	hsa-miR-522	hsa-miR-522	hsa-miR-522	hsa-miR-522	hsa-miR-522	hsa-miR-522	hsa-miR-522	hsa-miR-522-3p	hsa-miR-522-3p	hsa-miR-522-3p	hsa-miR-522-3p	hsa-miR-522-3p
hsa-miR-523-002386	hsa-miR-523	MIMAT0002840	NA	hsa-miR-523	hsa-miR-523	hsa-miR-523	hsa-miR-523	hsa-miR-523	hsa-miR-523	hsa-miR-523	hsa-miR-523	hsa-miR-523	hsa-miR-523	hsa-miR-523	hsa-miR-523	hsa-miR-523	hsa-miR-523	hsa-miR-523	hsa-miR-523	hsa-miR-523	hsa-miR-523-3p	hsa-miR-523-3p	hsa-miR-523-3p	hsa-miR-523-3p	hsa-miR-523-3p
